A/swine/Nebraska/A02478998/2020|MT020058|npdm|1A.3.3.2	unknown	0.8323326981786083
A/swine/Illinois/A02479030/2020|MT020048|alpha|1A.1.1	alpha	0.9338033905636361
A/swine/Nebraska/A02245391/2020|MT052138|delta1|1B.2.2.2	delta1	0.9942572616520216
A/swine/Minnesota/A02245393/2020|MT052156|npdm|1A.3.3.2	npdm	0.9445819368664686
A/swine/Minnesota/A02245379/2020|MT052160|delta2|1B.2.1	delta2	0.9949313589846791
A/swine/Texas/A02245382/2020|MT052170|alpha|1A.1.1	alpha	0.9769743707121656
A/swine/Minnesota/A02245407/2020|MT081589|delta2|1B.2.1	delta2	0.995728014143695
A/swine/Iowa/A02245392/2020|MT081591|gamma|1A.3.3.3	gamma	0.9838194341143137
A/swine/Minnesota/A02245397/2020|MT081597|gamma|1A.3.3.3	gamma	0.9533546853176554
A/swine/Iowa/A02479021/2020|MT077033|gamma|1A.3.3.3	gamma	0.9465954815089638
A/swine/Iowa/A02479031/2020|MT077037|delta2|1B.2.1	delta2	0.9557144487744649
A/swine/Minnesota/A02245403/2020|MT081581|delta1|1B.2.2.2	delta1	0.9564645190018338
A/swine/Iowa/A02245400/2020|MT081585|gamma|1A.3.3.3	gamma	0.9127414336371149
A/swine/North_Carolina/A02245402/2020|MT081587|alpha|1A.1.1	alpha	0.9769667379876786
A/swine/Iowa/A02479013/2020|MT077047|gamma|1A.3.3.3	gamma	0.9442468281584241
A/swine/Iowa/A02479011/2020|MT077049|delta2|1B.2.1	delta2	0.9962879345757064
A/swine/Iowa/A02479017/2020|MT077051|delta2|1B.2.1	delta2	0.9977714356417795
A/swine/Iowa/A02479038/2020|MT106100|delta1|1B.2.2.2	delta1	0.9978037936885218
A/swine/Iowa/A02479035/2020|MT106102|delta2|1B.2.1	delta2	0.9942155670558074
A/swine/Minnesota/A02479051/2020|MT121021|gamma|1A.3.3.3	gamma	0.9376084629165727
A/swine/Missouri/A02479039/2020|MT121013|delta2|1B.2.1	delta2	0.9731077095308439
A/swine/Iowa/A02479042/2020|MT121033|delta1|1B.2.2.2	delta1	0.9968794760581713
A/swine/Indiana/A02479046/2020|MT121037|delta2|1B.2.1	delta2	0.9901428059326846
A/swine/Ohio/A02479043/2020|MT121039|npdm|1A.3.3.2	npdm	0.8787336657482664
A/swine/Iowa/A02479055/2020|MT121041|gamma|1A.3.3.3	gamma	0.8822457554441235
A/swine/Iowa/A02479001/2020|MT052102|gamma|1A.3.3.3	gamma	0.9367554156905961
A/swine/Iowa/A02479005/2020|MT052060|gamma|1A.3.3.3	gamma	0.9736496672368201
A/swine/Iowa/A02479063/2020|MT154203|npdm|1A.3.3.2	unknown	0.5113586167009785
A/swine/Iowa/A02479067/2020|MT154217|gamma|1A.3.3.3	gamma	0.9404796507188863
