A/swine/Nebraska/A02478998/2020|MT020058|npdm|1A.3.3.2	npdm	0.9911090004295531
A/swine/Illinois/A02479030/2020|MT020048|alpha|1A.1.1	alpha	0.9960985463198243
A/swine/Nebraska/A02245391/2020|MT052138|delta1|1B.2.2.2	delta1	0.998449105529774
A/swine/Minnesota/A02245393/2020|MT052156|npdm|1A.3.3.2	npdm	0.993464306302941
A/swine/Minnesota/A02245379/2020|MT052160|delta2|1B.2.1	delta2	0.9974871020651462
A/swine/Texas/A02245382/2020|MT052170|alpha|1A.1.1	alpha	0.9975360124199929
A/swine/Minnesota/A02245407/2020|MT081589|delta2|1B.2.1	delta2	0.9948059202515168
A/swine/Iowa/A02245392/2020|MT081591|gamma|1A.3.3.3	gamma	0.9948422916503652
A/swine/Minnesota/A02245397/2020|MT081597|gamma|1A.3.3.3	gamma	0.9750829044481691
A/swine/Iowa/A02479021/2020|MT077033|gamma|1A.3.3.3	gamma	0.9968111318764142
A/swine/Iowa/A02479031/2020|MT077037|delta2|1B.2.1	delta2	0.9991097647828419
A/swine/Minnesota/A02245403/2020|MT081581|delta1|1B.2.2.2	delta1	0.9982458370279454
A/swine/Iowa/A02245400/2020|MT081585|gamma|1A.3.3.3	gamma	0.9908061688386346
A/swine/North_Carolina/A02245402/2020|MT081587|alpha|1A.1.1	alpha	0.9965592778076177
A/swine/Iowa/A02479013/2020|MT077047|gamma|1A.3.3.3	gamma	0.9962030454838543
A/swine/Iowa/A02479011/2020|MT077049|delta2|1B.2.1	delta2	0.9986948533032415
A/swine/Iowa/A02479017/2020|MT077051|delta2|1B.2.1	delta2	0.9976362298694486
A/swine/Iowa/A02479038/2020|MT106100|delta1|1B.2.2.2	delta1	0.997378558423716
A/swine/Iowa/A02479035/2020|MT106102|delta2|1B.2.1	delta2	0.9988613419453359
A/swine/Minnesota/A02479051/2020|MT121021|gamma|1A.3.3.3	gamma	0.9957051502299441
A/swine/Missouri/A02479039/2020|MT121013|delta2|1B.2.1	delta2	0.9988856725217827
A/swine/Iowa/A02479042/2020|MT121033|delta1|1B.2.2.2	delta1	0.9972701765876911
A/swine/Indiana/A02479046/2020|MT121037|delta2|1B.2.1	delta2	0.9973078944878484
A/swine/Ohio/A02479043/2020|MT121039|npdm|1A.3.3.2	npdm	0.996580028604868
A/swine/Iowa/A02479055/2020|MT121041|gamma|1A.3.3.3	gamma	0.9974472764498289
A/swine/Iowa/A02479001/2020|MT052102|gamma|1A.3.3.3	gamma	0.9908352730524382
A/swine/Iowa/A02479005/2020|MT052060|gamma|1A.3.3.3	gamma	0.9967943604194863
A/swine/Iowa/A02479063/2020|MT154203|npdm|1A.3.3.2	npdm	0.9777879357919675
A/swine/Iowa/A02479067/2020|MT154217|gamma|1A.3.3.3	gamma	0.9952926000488462
A/swine/Iowa/A02479066/2020|MT154219|gamma|1A.3.3.3	gamma	0.9983965723794905
A/swine/North_Carolina/A02245408/2020|MT154191|alpha|1A.1.1	alpha	0.9967298799957732
A/swine/Colorado/A02245414/2020|MT154193|delta1|1B.2.2.2	delta1	0.9980155391732531
A/swine/Iowa/A02478967/2020|MN999899|gamma|1A.3.3.3	gamma	0.9971628600734718
A/swine/North_Carolina/A02478981/2020|MN999915|gamma|1A.3.3.3	gamma	0.9914224189442851
A/swine/Ohio/A02479061/2020|MT232764|npdm|1A.3.3.2	npdm	0.9789646223490078
A/swine/Iowa/A02479074/2020|MT232766|gamma|1A.3.3.3	gamma	0.996798502970609
A/swine/South_Dakota/A02479076/2020|MT232770|delta1|1B.2.2.2	delta1	0.9983919765921336
A/swine/Iowa/A02479071/2020|MT232772|delta2|1B.2.1	delta2	0.9978824098160859
A/swine/Iowa/A02479077/2020|MT232774|npdm|1A.3.3.2	npdm	0.9903237521162845
A/swine/Missouri/A02479079/2020|MT232776|npdm|1A.3.3.2	npdm	0.9801006261690446
A/swine/Iowa/A02479068/2020|MT232780|gamma|1A.3.3.3	gamma	0.9980801620672692
A/swine/Michigan/A02479080/2020|MT232782|delta2|1B.2.1	delta2	0.9938063300598738
A/swine/Nebraska/A02245425/2020|MT232793|npdm|1A.3.3.2	npdm	0.980109008302626
A/swine/North_Carolina/A02245416/2020|MT232795|alpha|1A.1.1	alpha	0.9930291569923477
A/swine/Iowa/A02479086/2020|MT233073|delta1|1B.2.2.1	delta1	0.9977175804939461
A/swine/Indiana/A02479102/2020|MT233083|npdm|1A.3.3.2	npdm	0.9904919357325741
A/swine/Iowa/A02479101/2020|MT233085|delta1|1B.2.2.1	delta1	0.9988240906271248
A/swine/Illinois/A02479099/2020|MT233087|gamma|1A.3.3.3	gamma	0.978034148965644
