A/swine/Nebraska/A02478998/2020|MT020058|npdm|1A.3.3.2	unknown	0.610967746161566
A/swine/Illinois/A02479030/2020|MT020048|alpha|1A.1.1	unknown	0.5141749161769595
A/swine/Nebraska/A02245391/2020|MT052138|delta1|1B.2.2.2	delta1	0.8578117695178993
A/swine/Minnesota/A02245393/2020|MT052156|npdm|1A.3.3.2	unknown	0.610967746161566
A/swine/Minnesota/A02245379/2020|MT052160|delta2|1B.2.1	unknown	0.5141749161769595
A/swine/Texas/A02245382/2020|MT052170|alpha|1A.1.1	unknown	0.4225906168767702
A/swine/Minnesota/A02245407/2020|MT081589|delta2|1B.2.1	unknown	0.7338400887715645
A/swine/Iowa/A02245392/2020|MT081591|gamma|1A.3.3.3	unknown	0.4225906168767702
A/swine/Minnesota/A02245397/2020|MT081597|gamma|1A.3.3.3	unknown	0.33455080365612716
A/swine/Iowa/A02479021/2020|MT077033|gamma|1A.3.3.3	gamma	0.8978703485078775
A/swine/Iowa/A02479031/2020|MT077037|delta2|1B.2.1	unknown	0.7338400887715645
A/swine/Minnesota/A02245403/2020|MT081581|delta1|1B.2.2.2	unknown	0.7797721880365294
A/swine/Iowa/A02245400/2020|MT081585|gamma|1A.3.3.3	unknown	0.4225906168767702
A/swine/North_Carolina/A02245402/2020|MT081587|alpha|1A.1.1	delta1	0.8557652310681513
A/swine/Iowa/A02479013/2020|MT077047|gamma|1A.3.3.3	gamma	0.9100724318622317
A/swine/Iowa/A02479011/2020|MT077049|delta2|1B.2.1	unknown	0.5141749161769595
A/swine/Iowa/A02479017/2020|MT077051|delta2|1B.2.1	delta2	0.9275897361552705
A/swine/Iowa/A02479038/2020|MT106100|delta1|1B.2.2.2	unknown	0.4225906168767702
A/swine/Iowa/A02479035/2020|MT106102|delta2|1B.2.1	delta2	0.9318829013694296
A/swine/Minnesota/A02479051/2020|MT121021|gamma|1A.3.3.3	gamma	0.900053855131224
A/swine/Missouri/A02479039/2020|MT121013|delta2|1B.2.1	unknown	0.7436835496999294
A/swine/Iowa/A02479042/2020|MT121033|delta1|1B.2.2.2	unknown	0.4225906168767702
A/swine/Indiana/A02479046/2020|MT121037|delta2|1B.2.1	unknown	0.7338400887715645
A/swine/Ohio/A02479043/2020|MT121039|npdm|1A.3.3.2	unknown	0.5726917743735088
A/swine/Iowa/A02479055/2020|MT121041|gamma|1A.3.3.3	unknown	0.4225906168767702
A/swine/Iowa/A02479001/2020|MT052102|gamma|1A.3.3.3	gamma	0.9525082388252266
A/swine/Iowa/A02479005/2020|MT052060|gamma|1A.3.3.3	unknown	0.8415531611020035
A/swine/Iowa/A02479063/2020|MT154203|npdm|1A.3.3.2	unknown	0.7349928717144372
A/swine/Iowa/A02479067/2020|MT154217|gamma|1A.3.3.3	unknown	0.4225906168767702
A/swine/Iowa/A02479066/2020|MT154219|gamma|1A.3.3.3	gamma	0.9683528177880455
A/swine/North_Carolina/A02245408/2020|MT154191|alpha|1A.1.1	npdm	0.9025386495452032
A/swine/Colorado/A02245414/2020|MT154193|delta1|1B.2.2.2	unknown	0.5261683760889428
A/swine/Iowa/A02478967/2020|MN999899|gamma|1A.3.3.3	gamma	0.9503797458751037
A/swine/North_Carolina/A02478981/2020|MN999915|gamma|1A.3.3.3	unknown	0.5141749161769595
A/swine/Ohio/A02479061/2020|MT232764|npdm|1A.3.3.2	unknown	0.4225906168767702
A/swine/Iowa/A02479074/2020|MT232766|gamma|1A.3.3.3	gamma	0.923467570639405
A/swine/South_Dakota/A02479076/2020|MT232770|delta1|1B.2.2.2	delta1	0.965924517510479
A/swine/Iowa/A02479071/2020|MT232772|delta2|1B.2.1	unknown	0.7047410615166156
A/swine/Iowa/A02479077/2020|MT232774|npdm|1A.3.3.2	npdm	0.8856446650046701
A/swine/Missouri/A02479079/2020|MT232776|npdm|1A.3.3.2	npdm	0.915051468564513
A/swine/Iowa/A02479068/2020|MT232780|gamma|1A.3.3.3	unknown	0.5680424346555709
A/swine/Michigan/A02479080/2020|MT232782|delta2|1B.2.1	unknown	0.4928896574205159
A/swine/Nebraska/A02245425/2020|MT232793|npdm|1A.3.3.2	npdm	0.8856446650046701
A/swine/North_Carolina/A02245416/2020|MT232795|alpha|1A.1.1	unknown	0.7424860579357931
A/swine/Iowa/A02479086/2020|MT233073|delta1|1B.2.2.1	unknown	0.7814244638260109
A/swine/Indiana/A02479102/2020|MT233083|npdm|1A.3.3.2	npdm	0.9025386495452032
A/swine/Iowa/A02479101/2020|MT233085|delta1|1B.2.2.1	unknown	0.5141749161769595
A/swine/Illinois/A02479099/2020|MT233087|gamma|1A.3.3.3	gamma	0.8964869780859467
